,order_id,user_id,order_date,city,pay_amount,pay_type,order_date_dt,pay_type_clean,is_valid
53,10054,U0019,2025-01-21,青岛,193.64,支付宝,2025-01-21,支付宝,True
54,10055,U0151,2025-05-22,济宁,216.7,支付宝,2025-05-22,支付宝,True
55,10056,U0104,2025-03-17,枣庄,211.22,支付宝,2025-03-17,支付宝,True
56,10057,U0023,2025-06-10,济宁,113.84,支付宝,2025-06-10,支付宝,True
57,10058,U0103,2025-06-08,青岛,142.99,支付宝,2025-06-08,支付宝,True
58,10059,U0022,2025-04-03,德州,178.22,支付宝,2025-04-03,支付宝,True
59,10060,U0162,2025-05-28,潍坊,213.65,支付宝,2025-05-28,支付宝,True
60,10061,U0159,2025-02-19,枣庄,133.65,支付宝,2025-02-19,支付宝,True
61,10062,U0264,2025-06-30,枣庄,149.79,微信,2025-06-30,微信,True
62,10063,U0204,2025-01-18,日照,99.15,微信,2025-01-18,微信,True
63,10064,U0279,2025-01-12,青岛,94.21,微信,2025-01-12,微信,True
64,10065,U0243,2025-06-19,济宁,204.69,微信,2025-06-19,微信,True
65,10066,U0130,2025-02-28,日照,234.59,微信,2025-02-28,微信,True
66,10067,U0019,2025-03-16,淄博,156.04,支付宝,2025-03-16,支付宝,True
67,10068,U0098,2025-01-21,潍坊,215.19,微信,2025-01-21,微信,True
68,10069,U0147,2025-03-01,泰安,179.89,微信,2025-03-01,微信,True
69,10070,U0183,2025-01-26,烟台,124.52,微信,2025-01-26,微信,True
70,10071,U0025,2025-04-08,潍坊,179.88,支付宝,2025-04-08,支付宝,True
71,10072,U0170,2025-03-13,烟台,244.59,微信,2025-03-13,微信,True
72,10073,U0140,2025-04-27,泰安,158.03,微信,2025-04-27,微信,True
73,10074,U0064,2025-06-12,枣庄,246.06,微信,2025-06-12,微信,True
74,10075,U0189,2025-04-04,济南,15.91,支付宝,2025-04-04,支付宝,True
75,10076,U0224,2025-02-11,青岛,205.2,微信,2025-02-11,微信,True
76,10077,U0205,2025-04-05,枣庄,164.79,微信,2025-04-05,微信,True
77,10078,U0226,2025-04-01,枣庄,143.55,支付宝,2025-04-01,支付宝,True
78,10079,U0198,2025-02-23,青岛,165.05,微信,2025-02-23,微信,True
79,10080,U0174,2025-06-21,临沂,50.68,微信,2025-06-21,微信,True
80,10081,U0096,2025-03-10,青岛,147.92,支付宝,2025-03-10,支付宝,True
81,10082,U0255,2025-06-29,威海,179.64,微信,2025-06-29,微信,True
82,10083,U0255,2025/04/21,济南,241.28,微信,,微信,False
83,10084,U0189,2025-06-15,泰安,131.5,支付宝,2025-06-15,支付宝,True
84,10085,U0266,2025-01-19,德州,115.53,支付宝,2025-01-19,支付宝,True
85,10086,U0137,2025-06-05,聊城,132.4,微信,2025-06-05,微信,True
86,10087,U0043,2025-06-12,日照,210.35,微信,2025-06-12,微信,True
87,10088,U0218,2025-02-13,济宁,178.08,支付宝,2025-02-13,支付宝,True
88,10089,U0041,2025-05-17,济宁,130.86,支付宝,2025-05-17,支付宝,True
89,10090,U0221,2025-03-04,日照,188.23,微信,2025-03-04,微信,True
90,10091,U0309,2025-02-11,烟台,165.34,微信,2025-02-11,微信,True
91,10092,U0093,2025-04-29,德州,213.28,微信,2025-04-29,微信,True
92,10093,U0280,2025-04-08,淄博,121.39,支付宝,2025-04-08,支付宝,True
93,10094,U0151,2025-03-11,潍坊,141.98,微信,2025-03-11,微信,True
94,10095,U0165,2025-06-13,德州,138.43,支付宝,2025-06-13,支付宝,True
95,10096,U0053,2025-06-26,威海,79.51,支付宝,2025-06-26,支付宝,True
96,10097,U0041,2025-05-23,临沂,176.29,支付宝,2025-05-23,支付宝,True
97,10098,U0168,2025-02-26,淄博,174.36,支付宝,2025-02-26,支付宝,True
98,10099,U0152,2025-06-25,济南,160.28,支付宝,2025-06-25,支付宝,True
99,10100,U0157,2025-03-25,潍坊,147.1,支付宝,2025-03-25,支付宝,True
100,10101,U0229,2025-01-15,淄博,82.15,微信,2025-01-15,微信,True
101,10102,U0309,2025-02-28,潍坊,136.86,微信,2025-02-28,微信,True
102,10103,U0219,2025-01-09,淄博,141.15,支付宝,2025-01-09,支付宝,True
103,10104,U0086,2025-03-22,日照,115.87,支付宝,2025-03-22,支付宝,True
104,10105,U0228,2025-04-13,枣庄,151.13,支付宝,2025-04-13,支付宝,True
105,10106,U0180,2025-03-10,威海,182.22,支付宝,2025-03-10,支付宝,True
106,10107,U0229,2025-01-17,临沂,263.74,支付宝,2025-01-17,支付宝,True
107,10108,U0022,2025-02-24,枣庄,169.6,微信,2025-02-24,微信,True
108,10109,U0181,2025-05-26,青岛,174.17,微信,2025-05-26,微信,True
109,10110,U0315,2025-03-22,济宁,155.91,支付宝,2025-03-22,支付宝,True
110,10111,U0223,2025-02-24,潍坊,54.47,支付宝,2025-02-24,支付宝,True
111,10112,U0141,2025-06-17,聊城,158.54,支付宝,2025-06-17,支付宝,True
112,10113,U0030,2025-05-08,济南,163.31,支付宝,2025-05-08,支付宝,True
113,10114,U0039,2025-04-12,淄博,295.48,支付宝,2025-04-12,支付宝,True
114,10115,U0208,2025-06-14,威海,149.42,微信,2025-06-14,微信,True
115,10116,U0187,2025-04-28,淄博,176.59,支付宝,2025-04-28,支付宝,True
116,10117,U0263,2025-02-06,德州,158.09,微信,2025-02-06,微信,True
117,10118,U0082,2025-03-09,威海,95.72,微信,2025-03-09,微信,True
118,10119,U0016,2025-02-05,日照,222.86,微信,2025-02-05,微信,True
119,10120,U0074,2025-03-05,威海,201.36,支付宝,2025-03-05,支付宝,True
120,10121,U0312,2025-05-24,泰安,203.51,支付宝,2025-05-24,支付宝,True
121,10122,U0225,2025-05-18,济宁,109.98,支付宝,2025-05-18,支付宝,True
122,10123,U0018,2025-03-09,德州,237.15,微信,2025-03-09,微信,True
123,10124,U0065,2025-05-30,枣庄,82.9,支付宝,2025-05-30,支付宝,True
124,10125,U0035,2025-04-20,泰安,192.28,支付宝,2025-04-20,支付宝,True
125,10126,U0121,2025-05-30,泰安,280.48,支付宝,2025-05-30,支付宝,True
126,10127,U0188,2025-04-13,临沂,105.52,微信,2025-04-13,微信,True
127,10128,U0186,2025-04-03,德州,128.85,支付宝,2025-04-03,支付宝,True
128,10129,U0197,2025-02-26,临沂,,支付宝,2025-02-26,支付宝,False
129,10130,U0291,2025-02-05,泰安,132.31,微信,2025-02-05,微信,True
130,10131,U0017,2025-05-11,济南,74.71,微信,2025-05-11,微信,True
131,10132,U0310,2025-05-07,潍坊,163.77,支付宝,2025-05-07,支付宝,True
132,10133,U0079,2025-01-24,济宁,101.57,微信,2025-01-24,微信,True
133,10134,U0231,2025-01-13,日照,186.05,支付宝,2025-01-13,支付宝,True
134,10135,U0190,2025-01-29,潍坊,109.43,支付宝,2025-01-29,支付宝,True
135,10136,U0191,2025-02-09,临沂,245.25,支付宝,2025-02-09,支付宝,True
136,10137,U0228,2025-06-10,日照,116.92,微信,2025-06-10,微信,True
137,10138,U0040,2025-02-10,泰安,142.29,微信,2025-02-10,微信,True
138,10139,U0294,2025-06-24,威海,204.74,支付宝,2025-06-24,支付宝,True
139,10140,U0071,2025-04-19,青岛,92.3,支付宝,2025-04-19,支付宝,True
140,10141,U0272,2025-06-02,烟台,172.51,微信,2025-06-02,微信,True
141,10142,U0188,2025-01-17,聊城,231.89,支付宝,2025-01-17,支付宝,True
142,10143,U0204,2025-04-09,德州,71.59,微信,2025-04-09,微信,True
143,10144,U0161,2025-04-08,未知,170.15,支付宝,2025-04-08,支付宝,True
144,10145,U0143,2025-06-02,济宁,174.29,微信,2025-06-02,微信,True
145,10146,U0128,2025-04-30,潍坊,203.0,支付宝,2025-04-30,支付宝,True
146,10147,U0059,2025-05-16,淄博,91.97,支付宝,2025-05-16,支付宝,True
147,10148,U0014,2025-03-06,潍坊,87.37,支付宝,2025-03-06,支付宝,True
148,10149,U0096,2025-05-22,淄博,188.71,支付宝,2025-05-22,支付宝,True
149,10150,U0256,2025-01-03,烟台,176.33,微信,2025-01-03,微信,True
150,10151,U0266,2025-06-24,青岛,173.78,微信,2025-06-24,微信,True
151,10152,U0199,2025-01-30,淄博,179.05,微信,2025-01-30,微信,True
152,10153,U0288,2025-06-24,枣庄,122.6,微信,2025-06-24,微信,True
153,10154,U0061,2025-05-18,济南,172.77,支付宝,2025-05-18,支付宝,True
154,10155,U0135,2025-03-10,德州,176.12,微信,2025-03-10,微信,True
155,10156,U0134,2025-06-14,聊城,120.71,支付宝,2025-06-14,支付宝,True
156,10157,U0229,2025-03-29,威海,262.62,支付宝,2025-03-29,支付宝,True
157,10158,U0110,2025-01-29,威海,186.06,支付宝,2025-01-29,支付宝,True
158,10159,U0314,2025-03-17,淄博,94.48,支付宝,2025-03-17,支付宝,True
159,10160,U0147,2025-04-22,德州,196.11,微信,2025-04-22,微信,True
160,10161,U0252,2025-02-10,潍坊,106.39,支付宝,2025-02-10,支付宝,True
161,10162,U0103,2025-04-27,济宁,203.29,微信,2025-04-27,微信,True
162,10163,U0063,2025-01-01,潍坊,223.72,微信,2025-01-01,微信,True
163,10164,U0070,2025-03-09,泰安,114.86,微信,2025-03-09,微信,True
164,10165,U0038,2025-05-09,泰安,212.99,微信,2025-05-09,微信,True
165,10166,U0232,2025-02-15,威海,182.7,微信,2025-02-15,微信,True
166,10167,U0089,2025-05-10,威海,205.21,微信,2025-05-10,微信,True
167,10168,U0228,2025-01-28,威海,264.32,支付宝,2025-01-28,支付宝,True
168,10169,U0045,2025-06-10,德州,146.5,支付宝,2025-06-10,支付宝,True
169,10170,U0164,2025-03-18,济宁,118.54,微信,2025-03-18,微信,True
170,10171,U0178,2025-06-13,济宁,111.08,支付宝,2025-06-13,支付宝,True
171,10172,U0034,2025-05-10,威海,115.13,微信,2025-05-10,微信,True
172,10173,U0282,2025-06-05,德州,155.76,微信,2025-06-05,微信,True
173,10174,U0278,2025-02-20,济宁,178.76,微信,2025-02-20,微信,True
174,10175,U0149,2025-02-09,德州,175.22,微信,2025-02-09,微信,True
175,10176,U0154,2025-04-06,青岛,205.5,微信,2025-04-06,微信,True
176,10177,U0081,2025-02-11,淄博,160.72,支付宝,2025-02-11,支付宝,True
177,10178,U0090,2025-05-19,烟台,239.94,微信,2025-05-19,微信,True
178,10179,U0186,2025-05-16,潍坊,145.44,支付宝,2025-05-16,支付宝,True
179,10180,U0261,2025-01-01,青岛,309.61,支付宝,2025-01-01,支付宝,True
180,10181,U0115,2025-06-03,潍坊,194.41,支付宝,2025-06-03,支付宝,True
181,10182,U0063,2025-03-24,日照,112.86,支付宝,2025-03-24,支付宝,True
182,10183,U0103,2025-05-06,枣庄,101.1,支付宝,2025-05-06,支付宝,True
183,10184,U0072,2025-01-05,威海,186.54,支付宝,2025-01-05,支付宝,True
184,10185,U0122,2025-01-29,威海,147.71,微信,2025-01-29,微信,True
185,10186,U0253,2025-04-03,枣庄,199.27,支付宝,2025-04-03,支付宝,True
186,10187,U0014,2025-03-20,济南,186.03,微信,2025-03-20,微信,True
187,10188,U0185,2025-03-03,泰安,,微信,2025-03-03,微信,False
188,10189,U0284,2025-01-15,青岛,113.43,微信,2025-01-15,微信,True
189,10190,U0294,2025-03-03,潍坊,76.68,支付宝,2025-03-03,支付宝,True
190,10191,U0189,2025-05-26,泰安,135.44,支付宝,2025-05-26,支付宝,True
191,10192,U0240,2025-01-21,威海,207.1,微信,2025-01-21,微信,True
192,10193,U0283,2025-01-22,威海,171.78,支付宝,2025-01-22,支付宝,True
193,10194,U0067,2025-05-05,日照,91.48,微信,2025-05-05,微信,True
194,10195,U0314,2025-01-18,聊城,169.52,微信,2025-01-18,微信,True
195,10196,U0045,2025-05-17,潍坊,181.19,支付宝,2025-05-17,支付宝,True
196,10197,U0034,2025-02-02,济南,111.39,支付宝,2025-02-02,支付宝,True
197,10198,U0159,2025-02-02,潍坊,168.45,微信,2025-02-02,微信,True
198,10199,U0204,2025-06-18,烟台,163.2,微信,2025-06-18,微信,True
199,10200,U0246,2025-05-02,聊城,97.14,微信,2025-05-02,微信,True
200,10201,U0270,2025-05-21,临沂,179.68,支付宝,2025-05-21,支付宝,True
201,10202,U0211,2025-02-12,济南,190.84,支付宝,2025-02-12,支付宝,True
202,10203,U0210,2025-03-09,聊城,219.57,微信,2025-03-09,微信,True
203,10204,U0295,2025-05-16,枣庄,217.96,微信,2025-05-16,微信,True
204,10205,U0038,2025-06-05,青岛,84.23,微信,2025-06-05,微信,True
205,10206,U0065,2025-04-19,烟台,108.42,支付宝,2025-04-19,支付宝,True
206,10207,U0163,2025-02-24,济南,188.33,微信,2025-02-24,微信,True
207,10208,U0038,2025-05-19,烟台,188.26,微信,2025-05-19,微信,True
208,10209,U0231,2025-02-30,德州,188.33,支付宝,,支付宝,False
209,10210,U0239,2025-02-21,青岛,371.9,支付宝,2025-02-21,支付宝,True
210,10211,U0265,2025-03-21,青岛,191.4,支付宝,2025-03-21,支付宝,True
211,10212,U0177,2025-04-13,青岛,222.46,支付宝,2025-04-13,支付宝,True
212,10213,U0066,2025-06-21,枣庄,212.47,微信,2025-06-21,微信,True
213,10214,U0283,2025-06-16,聊城,195.83,微信,2025-06-16,微信,True
214,10215,U0301,2025-04-06,日照,142.66,微信,2025-04-06,微信,True
215,10216,U0094,2025-04-23,济宁,201.74,支付宝,2025-04-23,支付宝,True
216,10217,U0067,2025-05-13,临沂,117.49,支付宝,2025-05-13,支付宝,True
217,10218,U0222,2025-04-26,泰安,146.97,支付宝,2025-04-26,支付宝,True
218,10219,U0258,2025-01-31,青岛,133.31,微信,2025-01-31,微信,True
219,10220,U0029,2025-03-05,聊城,164.5,支付宝,2025-03-05,支付宝,True
220,10221,U0064,2025-02-27,枣庄,287.31,微信,2025-02-27,微信,True
221,10222,U0266,2025-01-17,德州,57.3,微信,2025-01-17,微信,True
222,10223,U0079,2025-03-28,烟台,197.74,微信,2025-03-28,微信,True
223,10224,U0156,2025-01-06,青岛,71.3,微信,2025-01-06,微信,True
224,10225,U0085,2025-05-31,聊城,134.04,支付宝,2025-05-31,支付宝,True
225,10226,U0083,2025-05-22,潍坊,219.89,支付宝,2025-05-22,支付宝,True
226,10227,U0166,2025-02-28,威海,163.54,微信,2025-02-28,微信,True
227,10228,U0116,2025-05-31,日照,100.72,微信,2025-05-31,微信,True
228,10229,U0178,2025-02-26,济宁,120.66,支付宝,2025-02-26,支付宝,True
229,10230,U0266,2025-01-02,临沂,197.38,微信,2025-01-02,微信,True
230,10231,U0146,2025-01-19,枣庄,119.83,支付宝,2025-01-19,支付宝,True
231,10232,U0041,2025-06-11,临沂,171.91,微信,2025-06-11,微信,True
232,10233,U0129,2025-01-16,潍坊,162.51,微信,2025-01-16,微信,True
233,10234,U0101,2025-02-28,聊城,124.16,微信,2025-02-28,微信,True
234,10235,U0283,2025-01-18,枣庄,277.92,支付宝,2025-01-18,支付宝,True
235,10236,U0141,2025-01-09,德州,194.87,微信,2025-01-09,微信,True
236,10237,U0065,2025-03-26,淄博,48.62,支付宝,2025-03-26,支付宝,True
237,10238,U0156,2025-01-19,烟台,170.25,微信,2025-01-19,微信,True
238,10239,U0315,2025-05-12,济南,123.6,微信,2025-05-12,微信,True
239,10240,U0274,2025-03-02,淄博,206.88,微信,2025-03-02,微信,True
240,10241,U0048,2025-03-13,德州,116.41,支付宝,2025-03-13,支付宝,True
241,10242,U0258,2025-06-21,泰安,153.69,微信,2025-06-21,微信,True
242,10243,U0087,2025-05-05,济宁,187.77,支付宝,2025-05-05,支付宝,True
243,10244,U0304,2025-02-24,青岛,207.62,微信,2025-02-24,微信,True
244,10245,U0298,2025-05-19,聊城,93.98,微信,2025-05-19,微信,True
245,10246,U0079,2025-02-03,淄博,141.6,支付宝,2025-02-03,支付宝,True
246,10247,U0088,2025-05-27,潍坊,133.88,微信,2025-05-27,微信,True
247,10248,U0320,2025-05-28,泰安,124.07,微信,2025-05-28,微信,True
248,10249,U0310,2025-05-02,德州,257.1,微信,2025-05-02,微信,True
249,10250,U0173,2025-03-04,淄博,182.27,支付宝,2025-03-04,支付宝,True
250,10251,U0289,2025-05-02,威海,90.65,微信,2025-05-02,微信,True
251,10252,U0022,2025-04-15,济南,210.48,支付宝,2025-04-15,支付宝,True
252,10253,U0015,2025-02-18,泰安,276.72,支付宝,2025-02-18,支付宝,True
253,10254,U0042,2025-01-25,临沂,216.79,支付宝,2025-01-25,支付宝,True
254,10255,U0024,2025-01-25,临沂,76.43,微信,2025-01-25,微信,True
255,10256,U0296,2025-06-18,济南,133.37,微信,2025-06-18,微信,True
256,10257,U0136,2025-04-21,临沂,229.68,支付宝,2025-04-21,支付宝,True
257,10258,U0108,2025-04-01,济南,121.08,支付宝,2025-04-01,支付宝,True
258,10259,U0293,2025-04-19,枣庄,184.41,微信,2025-04-19,微信,True
259,10260,U0214,2025-04-16,济南,202.6,支付宝,2025-04-16,支付宝,True
260,10261,U0317,2025-04-30,烟台,109.02,微信,2025-04-30,微信,True
261,10262,U0016,2025-01-14,聊城,156.73,支付宝,2025-01-14,支付宝,True
262,10263,U0255,2025-06-22,临沂,18.27,支付宝,2025-06-22,支付宝,True
263,10264,U0280,2025-06-17,青岛,103.66,支付宝,2025-06-17,支付宝,True
264,10265,U0149,2025-06-15,烟台,146.11,支付宝,2025-06-15,支付宝,True
265,10266,U0155,2025-01-26,枣庄,91.37,微信,2025-01-26,微信,True
266,10267,U0248,2025-01-16,淄博,249.78,微信,2025-01-16,微信,True
267,10268,U0126,2025-04-14,潍坊,81.34,支付宝,2025-04-14,支付宝,True
268,10269,U0208,2025-03-28,日照,135.8,支付宝,2025-03-28,支付宝,True
269,10270,U0153,2025-01-28,济宁,167.19,支付宝,2025-01-28,支付宝,True
270,10271,U0233,2025-03-05,日照,239.27,支付宝,2025-03-05,支付宝,True
271,10272,U0038,2025-02-19,济南,81.03,微信,2025-02-19,微信,True
272,10273,U0031,2025-02-18,临沂,223.97,微信,2025-02-18,微信,True
273,10274,U0081,2025-05-18,烟台,160.56,微信,2025-05-18,微信,True
274,10275,U0226,2025-04-25,枣庄,106.02,支付宝,2025-04-25,支付宝,True
275,10276,U0213,2025-02-05,威海,185.42,支付宝,2025-02-05,支付宝,True
276,10277,U0248,2025-04-19,枣庄,170.95,支付宝,2025-04-19,支付宝,True
277,10278,U0238,2025-02-16,泰安,126.99,支付宝,2025-02-16,支付宝,True
278,10279,U0105,2025-03-13,枣庄,163.84,支付宝,2025-03-13,支付宝,True
279,10280,U0175,2025-04-29,威海,138.81,微信,2025-04-29,微信,True
280,10281,U0311,2025-03-05,淄博,166.24,支付宝,2025-03-05,支付宝,True
281,10282,U0074,2025-01-20,烟台,196.42,微信,2025-01-20,微信,True
282,10283,U0161,2025-04-24,烟台,247.23,微信,2025-04-24,微信,True
283,10284,U0164,2025-05-21,泰安,91.92,支付宝,2025-05-21,支付宝,True
284,10285,U0177,2025-01-26,青岛,277.32,微信,2025-01-26,微信,True
285,10286,U0205,2025-01-13,聊城,52.64,支付宝,2025-01-13,支付宝,True
286,10287,U0067,2025-06-16,聊城,151.65,微信,2025-06-16,微信,True
287,10288,U0190,2025-05-19,济宁,192.36,支付宝,2025-05-19,支付宝,True
288,10289,U0264,2025-01-04,青岛,175.45,微信,2025-01-04,微信,True
289,10290,U0288,2025-01-24,济南,125.75,支付宝,2025-01-24,支付宝,True
290,10291,U0055,2025-03-02,潍坊,148.55,微信,2025-03-02,微信,True
291,10292,U0164,2025-02-12,济南,132.88,支付宝,2025-02-12,支付宝,True
292,10293,U0124,2025-04-15,泰安,127.58,支付宝,2025-04-15,支付宝,True
293,10294,U0239,2025-05-05,威海,206.73,支付宝,2025-05-05,支付宝,True
294,10295,U0063,2025-05-04,德州,179.64,支付宝,2025-05-04,支付宝,True
295,10296,U0137,2025-02-24,临沂,121.89,微信,2025-02-24,微信,True
296,10297,U0231,2025-04-13,临沂,209.48,微信,2025-04-13,微信,True
297,10298,U0127,2025-01-16,日照,176.9,微信,2025-01-16,微信,True
298,10299,U0073,2025-02-12,临沂,204.71,微信,2025-02-12,微信,True
299,10300,U0050,2025-04-08,日照,194.63,微信,2025-04-08,微信,True
300,10301,U0026,2025-01-01,临沂,114.41,微信,2025-01-01,微信,True
301,10302,U0149,2025-04-10,青岛,129.19,微信,2025-04-10,微信,True
302,10303,U0197,2025-03-09,日照,201.1,微信,2025-03-09,微信,True
303,10304,U0316,2025-04-27,潍坊,193.57,微信,2025-04-27,微信,True
304,10305,U0215,2025-03-15,淄博,158.85,支付宝,2025-03-15,支付宝,True
305,10306,U0128,2025-04-19,济南,166.45,微信,2025-04-19,微信,True
306,10307,U0082,2025-06-28,德州,230.27,微信,2025-06-28,微信,True
307,10308,U0168,2025-05-23,未知,127.46,微信,2025-05-23,微信,True
308,10309,U0296,2025-06-19,日照,190.09,支付宝,2025-06-19,支付宝,True
309,10310,U0161,2025-05-05,济南,148.88,支付宝,2025-05-05,支付宝,True
310,10311,U0098,2025-02-09,枣庄,148.03,支付宝,2025-02-09,支付宝,True
311,10312,U0082,2025-02-18,泰安,220.43,微信,2025-02-18,微信,True
312,10313,U0256,2025-03-17,日照,205.4,支付宝,2025-03-17,支付宝,True
313,10314,U0264,2025-02-25,泰安,204.74,微信,2025-02-25,微信,True
314,10315,U0240,2025-01-15,威海,231.8,微信,2025-01-15,微信,True
315,10316,U0256,2025-05-29,德州,161.16,微信,2025-05-29,微信,True
316,10317,U0158,2025-05-19,济南,197.51,微信,2025-05-19,微信,True
317,10318,U0255,2025-01-16,临沂,142.94,支付宝,2025-01-16,支付宝,True
318,10319,U0012,2025-03-22,青岛,177.83,微信,2025-03-22,微信,True
319,10320,U0047,2025-01-15,威海,152.84,支付宝,2025-01-15,支付宝,True
320,10321,U0202,2025-01-13,德州,165.33,微信,2025-01-13,微信,True
321,10322,U0259,2025-05-30,青岛,192.73,支付宝,2025-05-30,支付宝,True
322,10323,U0235,2025-05-03,聊城,115.0,支付宝,2025-05-03,支付宝,True
323,10324,U0124,2025-05-09,聊城,275.08,支付宝,2025-05-09,支付宝,True
324,10325,U0111,2025-05-16,日照,104.67,微信,2025-05-16,微信,True
325,10326,U0299,2025-02-10,青岛,93.22,支付宝,2025-02-10,支付宝,True
326,10327,U0181,2025-01-15,潍坊,,微信,2025-01-15,微信,False
327,10328,U0025,2025-05-11,潍坊,,微信,2025-05-11,微信,False
328,10329,U0026,2025-01-21,烟台,194.33,支付宝,2025-01-21,支付宝,True
329,10330,U0145,2025-02-17,枣庄,194.56,微信,2025-02-17,微信,True
330,10331,U0254,2025-01-18,青岛,159.33,微信,2025-01-18,微信,True
331,10332,U0306,2025-06-02,临沂,110.65,微信,2025-06-02,微信,True
332,10333,U0241,2025-01-18,枣庄,164.17,微信,2025-01-18,微信,True
333,10334,U0147,2025-06-22,青岛,122.76,微信,2025-06-22,微信,True
334,10335,U0275,2025-03-02,日照,213.63,支付宝,2025-03-02,支付宝,True
335,10336,U0005,2025-04-14,淄博,151.91,微信,2025-04-14,微信,True
336,10337,U0056,2025-01-31,威海,114.6,微信,2025-01-31,微信,True
337,10338,U0221,2025-05-26,潍坊,142.32,微信,2025-05-26,微信,True
338,10339,U0069,2025-03-05,威海,,微信,2025-03-05,微信,False
339,10340,U0136,2025-05-29,济宁,129.0,支付宝,2025-05-29,支付宝,True
340,10341,U0188,2025-06-02,济南,114.78,微信,2025-06-02,微信,True
