order_id,user_id,order_date,city,pay_amount,pay_type
10232,U0041,2025-06-11,临沂,171.91,微信
10233,U0129,2025-01-16,潍坊,162.51,微信
10234,U0101,2025-02-28,聊城,124.16,微信
10235,U0283,2025-01-18,枣庄,277.92,支付宝
10236,U0141,2025-01-09,德州,194.87,微信
10237,U0065,2025-03-26,淄博,48.62,支付宝
10238,U0156,2025-01-19,烟台,170.25,微信
10239,U0315,2025-05-12,济南,123.6,微信
10240,U0274,2025-03-02,淄博,206.88,微信
10241,U0048,2025-03-13,德州,116.41,支付宝
10242,U0258,2025-06-21,泰安,153.69,微信
10243,U0087,2025-05-05,济宁,187.77,支付宝
10244,U0304,2025-02-24, 青岛 ,207.62,微信
10245,U0298,2025-05-19,聊城,93.98,微信
10246,U0079,2025-02-03,淄博,141.6,支付宝
10247,U0088,2025-05-27,潍坊,133.88,微信
10248,U0320,2025-05-28,泰安,124.07,微信
10249,U0310,2025-05-02,德州,257.1,微信
10250,U0173,2025-03-04,淄博,182.27,支付宝
10251,U0289,2025-05-02,威海,90.65,微信
10252,U0022,2025-04-15,济南,210.48,支付宝
10253,U0015,2025-02-18,泰安,276.72,支付宝
10254,U0042,2025-01-25,临沂,216.79,支付宝
10255,U0024,2025-01-25,临沂,76.43,微信
10256,U0296,2025-06-18,济南,133.37,微信
10257,U0136,2025-04-21,临沂,229.68,支付宝
10258,U0108,2025-04-01,济南,121.08,支付宝
10259,U0293,2025-04-19,枣庄,184.41,微信
10260,U0214,2025-04-16,济南,202.6,支付宝
10261,U0317,2025-04-30,烟台,109.02,微信
10262,U0016,2025-01-14,聊城,156.73,支付宝
10263,U0255,2025-06-22,临沂,18.27,支付宝
10264,U0280,2025-06-17,青岛,103.66,支付宝
10265,U0149,2025-06-15,烟台,146.11,支付宝
10266,U0155,2025-01-26, 枣庄 ,91.37,微信
10267,U0248,2025-01-16,淄博,249.78,微信
10268,U0126,2025-04-14,潍坊,81.34,支付宝
10269,U0208,2025-03-28,日照,135.8,支付宝
10270,U0153,2025-01-28,济宁,167.19,支付宝
10271,U0233,2025-03-05,日照,239.27,支付宝
10272,U0038,2025-02-19,济南,81.03,微信
10273,U0031,2025-02-18,临沂,223.97,微信
10274,U0081,2025-05-18,烟台,160.56,微信
10275,U0226,2025-04-25,枣庄,106.02,支付宝
10276,U0213,2025-02-05,威海,185.42,支付宝
10277,U0248,2025-04-19,枣庄,170.95,支付宝
10278,U0238,2025-02-16,泰安,126.99,支付宝
10279,U0105,2025-03-13,枣庄,163.84,支付宝
10280,U0175,2025-04-29,威海,138.81,微信
10281,U0311,2025-03-05,淄博,166.24,支付宝
10282,U0074,2025-01-20,烟台,196.42,微信
10283,U0161,2025-04-24,烟台,247.23,微信
10284,U0164,2025-05-21,泰安,91.92,支付宝
10285,U0177,2025-01-26,青岛,277.32,微信
10286,U0205,2025-01-13,聊城,52.64,支付宝
10287,U0067,2025-06-16,聊城,151.65,微信
10288,U0190,2025-05-19,济宁,192.36,支付宝
10289,U0264,2025-01-04,青岛,175.45,微信
10290,U0288,2025-01-24,济南,125.75,支付宝
10291,U0055,2025-03-02,潍坊,148.55,微信
10292,U0164,2025-02-12,济南,132.88,支付宝
10293,U0124,2025-04-15,泰安,127.58,支付宝
10294,U0239,2025-05-05,威海,206.73,支付宝
10295,U0063,2025-05-04,德州,179.64,支付宝
10296,U0137,2025-02-24,临沂,121.89,微信
10297,U0231,2025-04-13,临沂,209.48,微信
10298,U0127,2025-01-16,日照,176.9,微信
10299,U0073,2025-02-12,临沂,204.71,微信
10300,U0050,2025-04-08,日照,194.63,微信
10301,U0026,2025-01-01,临沂,114.41,微信
10302,U0149,2025-04-10,青岛,129.19,微信
10303,U0197,2025-03-09,日照,201.1,微信
10304,U0316,2025-04-27,潍坊,193.57,微信
10305,U0215,2025-03-15,淄博,158.85,支付宝
10306,U0128,2025-04-19,济南,166.45,微信
10307,U0082,2025-06-28,德州,230.27,微信
10308,U0168,2025-05-23,,127.46,微信
10309,U0296,2025-06-19,日照,190.09,支付宝
10310,U0161,2025-05-05,济南,148.88,支付宝
10311,U0098,2025-02-09,枣庄,148.03,支付宝
10312,U0082,2025-02-18,泰安,220.43,微信
10313,U0256,2025-03-17,日照,205.4,支付宝
10314,U0264,2025-02-25,泰安,204.74,微信
10315,U0240,2025-01-15,威海,231.8,微信
10316,U0256,2025-05-29,德州,161.16,微信
10317,U0158,2025-05-19,济南,197.51,微信
10318,U0255,2025-01-16,临沂,142.94,支付宝
10319,U0012,2025-03-22,青岛,177.83,微信
10320,U0047,2025-01-15,威海,152.84,支付宝
10321,U0202,2025-01-13,德州,165.33,微信
10322,U0259,2025-05-30,青岛,192.73,支付宝
10323,U0235,2025-05-03,聊城,115.0,支付宝
10324,U0124,2025-05-09,聊城,275.08,支付宝
10325,U0111,2025-05-16,日照,104.67,微信
10326,U0299,2025-02-10,青岛,93.22,支付宝
10327,U0181,2025-01-15, 潍坊 ,,微信
10328,U0025,2025-05-11,潍坊,,微信
10329,U0026,2025-01-21,烟台,194.33,支付宝
10330,U0145,2025-02-17,枣庄,194.56,微信
10331,U0254,2025-01-18,青岛,159.33,微信
10332,U0306,2025-06-02,临沂,110.65,微信
10333,U0241,2025-01-18,枣庄,164.17,微信
10334,U0147,2025-06-22,青岛,122.76,微信
10335,U0275,2025-03-02,日照,213.63,支付宝
10336,U0005,2025-04-14,淄博,151.91,微信
10337,U0056,2025-01-31,威海,114.6,微信
10338,U0221,2025-05-26,潍坊,142.32,微信
10339,U0069,2025-03-05,威海,,微信
10340,U0136,2025-05-29,济宁,129.0,支付宝
10341,U0188,2025-06-02,济南,114.78,微信
10342,U0207,2025-01-11,淄博,173.4,支付宝
10343,U0188,2025-06-08,日照,173.47,支付宝
10344,U0024,2025-01-21,烟台,132.12,支付宝
10345,U0206,2025-04-18,淄博,134.09,微信
10346,U0027,2025-06-18,日照,172.76,微信
10347,U0292,2025-05-30,威海,80.36,微信
10348,U0288,2025-05-25,威海,82.59,支付宝
10349,U0100,2025-05-14,青岛,120.49,支付宝
10350,U0186,2025-03-22,青岛,148.26,微信
10351,U0284,2025-03-08,日照,177.1,支付宝
10352,U0148,2025-02-22,济宁,241.14,支付宝
10353,U0038,2025-06-21,枣庄,207.17,支付宝
10354,U0198,2025-03-22,济宁,151.2,支付宝
10355,U0259,2025-03-03,烟台,158.95,支付宝
10356,U0231,2025-03-09,青岛,104.86,支付宝
10357,U0282,2025-04-12,日照,158.98,支付宝
10358,U0144,2025-02-03,烟台,144.12,支付宝
10359,U0320,2025-06-21,青岛,177.75,微信
10360,U0313,2025-06-15,青岛,,微信
10361,U0061,2025-03-18,日照,188.56,支付宝
10362,U0066,2025-04-28,聊城,244.3,支付宝
10363,U0050,2025-03-22,日照,154.02,支付宝
10364,U0202,2025-01-19,青岛,9999.99,支付宝
10365,U0192,2025-01-03,临沂,197.96,支付宝
10366,U0174,2025-04-28,泰安,137.93,支付宝
10367,U0286,2025-06-09,淄博,172.33,微信
10368,U0188,2025-05-25,德州,160.69,微信
10369,U0074,2025-01-26,临沂,,支付宝
10370,U0102,2025-01-19,济南,117.48,微信
10371,U0309,2025-05-18,德州,161.35,微信
10372,U0261,2025-02-24,德州,187.39,支付宝
10373,U0206,2025-05-10,德州,239.81,微信
10374,U0257,2025-03-09, 威海 ,212.76,支付宝
10375,U0021,2025-06-31,潍坊,278.43,微信
10376,U0024,2025-03-31,日照,117.8,微信
10377,U0020,2025-01-18,烟台,207.98,支付宝
10378,U0071,2025-03-04,日照,170.08,微信
10379,U0171,,泰安,280.44,支付宝
10380,U0243,2025-03-14,聊城,115.54,微信
10381,U0266,2025-02-10,济南,113.82,微信
10382,U0234,2025-04-23,日照,127.03,微信
10383,U0077,2025-05-20,枣庄,43.19,支付宝
10384,U0311,2025-06-30,青岛,131.08,支付宝
10385,U0264,2025-03-19,青岛,118.25,微信
10386,U0072,2025-06-06,潍坊,168.27,微信
10387,U0168,2025-06-17,潍坊,178.8,支付宝
10388,U0314,2025-05-16,潍坊,263.19,支付宝
10389,U0164,2025-01-03,聊城,212.27,微信
10390,U0084,2025-06-20,济南,128.27,微信
10391,U0202,2025-05-22,威海,110.59,支付宝
10392,U0316,2025-03-18,聊城,187.06,支付宝
10393,U0154,2025-06-19,威海,87.39,微信
10394,U0304,2025-01-27,临沂,260.73,支付宝
10395,U0173,2025-02-04,烟台,224.87,微信
10396,U0260,2025-03-09,聊城,134.2,微信
10397,U0261,2025-01-30,聊城,65.78,支付宝
10398,U0273,2025-01-28,临沂,234.46,支付宝
10399,U0251,2025-05-22,日照,153.7,微信
10400,U0289,2025-02-09,淄博,228.08,支付宝
10401,U0154,2025-03-11,日照,72.31,微信
10402,U0244,2025-03-14,德州,127.03,支付宝
10403,U0009,2025-06-04,枣庄,160.29,微信
10404,U0189,2025-02-23,日照,162.58,支付宝
10405,U0170,2025-03-29,烟台,135.25,微信
10406,U0057,2025-02-22,淄博,194.26,微信
10407,U0214,2025-06-25,青岛,101.28,支付宝
10408,U0299,2025-06-12,泰安,152.17,支付宝
10409,U0158,2025-03-09,,166.62,支付宝
10410,U0014,2025-05-10,淄博,188.29,支付宝
10411,U0306,2025-05-06,泰安,199.14,微信
10412,U0243,2025-03-06,青岛,98.14,微信
10413,U0136,2025-01-14,济宁,75.62,微信
10414,U0297,2025-01-24,枣庄,230.27,支付宝
10415,U0296,2025-06-12,泰安,178.28,微信
10416,U0117,2025-04-19,聊城,118.83,支付宝
10417,U0027,2025-03-12,青岛,245.31,微信
10418,U0299,2025-01-12,聊城,166.36,支付宝
10419,U0246,2025-01-01,德州,224.86,微信
10420,U0088,2025-03-27,淄博,163.71,支付宝
10421,U0269,2025-02-03,德州,273.34,微信
10422,U0318,2025-06-13,泰安,256.54,微信
10423,U0195,2025-03-09,日照,146.31,微信
10424,U0076,2025-02-11,烟台,213.44,支付宝
10425,U0125,2025-04-24,日照,195.5,支付宝
10426,U0017,2025-05-22,济宁,235.27,微信
10427,U0294,2025-06-30,临沂,106.93,微信
10428,U0057,2025-04-20,烟台,197.73,支付宝
10429,U0098,2025-05-24,临沂,218.21,支付宝
10430,U0010,2025-01-03,聊城,-63.27,支付宝
10431,U0226,2025-01-29,青岛,94.92,微信
10432,U0161,2025-01-20,潍坊,47.84,微信
10433,U0215,2025-06-26,德州,145.18,支付宝
10434,U0078,2025-02-08,烟台,199.46,微信
10435,U0212,2025-05-20,烟台,242.63,支付宝
10436,U0105,2025-01-10,青岛,164.08,微信
10437,U0211,2025-04-05,威海,249.57,支付宝
10438,U0257,2025-05-30,青岛,84.09,支付宝
10439,U0314,2025-05-22,枣庄,66.31,微信
10440,U0242,2025-02-07,济宁,156.94,支付宝
10441,U0032,2025-04-21,枣庄,181.12,支付宝
10442,U0071,2025-02-02,济南,158.2,微信
10443,U0266,2025-01-11,日照,46.29,微信
10444,U0107,2025-03-20,威海,155.1,支付宝
10445,U0288,2025-04-04,威海,88.25,微信
10446,U0167,2025-01-11,威海,196.83,支付宝
10447,U0245,2025-04-02,济宁,180.16,支付宝
10448,U0270,2025-02-23,枣庄,108.31,微信
10449,U0193,2025-06-24,临沂,131.74,微信
10450,U0161,2025-03-05,淄博,101.74,微信
10451,U0089,2025-06-20,济宁,156.55,微信
10452,U0236,2025-01-27,日照,212.53,支付宝
10453,U0273,2025-04-01,潍坊,105.79,支付宝
10454,U0176,2025-05-24,淄博,187.72,支付宝
10455,U0280,2025-04-15,青岛,130.84,微信
10456,U0182,2025-06-08,潍坊,116.39,微信
10457,U0136,2025-02-09,济南,154.11,支付宝
10458,U0313,2025-03-02,泰安,103.06,支付宝
10459,U0248,2025-02-11,泰安,129.55,支付宝
10460,U0099,2025-02-15,临沂,94.12,支付宝
10461,U0127,2025-04-16,烟台,268.06,微信
10462,U0143,2025-01-07,潍坊,161.94,支付宝
10463,U0286,2025-02-15,威海,121.52,支付宝
10464,U0153,2025-03-27,枣庄,171.77,微信
10465,U0116,2025-04-16,泰安,153.82,支付宝
10466,U0153,2025-06-21,烟台,147.85,微信
10467,U0148,2025-03-05,聊城,193.78,支付宝
10468,U0107,2025-03-10,泰安,201.66,支付宝
10469,U0251,2025-02-10,德州,130.82,微信
10470,U0163,2025-06-29,济宁,128.33,支付宝
10471,U0246,2025-01-28,枣庄,144.87,微信
10472,U0179,2025-04-08,烟台,33.39,微信
10473,U0287,2025-01-10,日照,76.66,微信
10474,U0141,2025-05-01,泰安,235.18,支付宝
10475,U0148,2025-02-26,烟台,250.47,微信
10476,U0063,2025-02-21, 日照 ,146.3,微信
10477,U0294,2025-04-28,济南,191.71,微信
10478,U0279,2025-03-31,济南,177.12,微信
10479,U0195,2025-03-20,枣庄,329.34,微信
10480,U0203,2025-02-28,青岛,221.58,微信
10481,U0177,2025-02-27,临沂,152.96,微信支付
10482,U0075,2025-01-07,德州,107.45,微信
10483,U0149,2025-06-18,德州,71.65,支付宝
10484,U0022,2025-02-19,泰安,171.19,微信
10485,U0148,2025-04-13,威海,118.4,支付宝
10486,U0041,2025-03-26,德州,81.78,支付宝
10487,U0178,2025-03-13,泰安,124.44,支付宝
10488,U0227,2025-01-18,枣庄,100.51,微信
10489,U0132,2025-03-13,德州,252.79,支付宝
10490,U0246,2025-03-31,德州,208.49,微信
10491,U0110,2025-06-14,德州,159.56,微信
10492,U0104,2025-05-11,济宁,241.4,微信
10493,U0276,2025-04-13,泰安,164.26,支付宝
10494,U0139,2025-06-23,威海,112.63,支付宝
10495,U0288,2025-05-18,潍坊,243.77,微信
10496,U0140,2025-03-26,日照,189.64,微信
10497,U0071,2025-01-08,潍坊,102.95,支付宝
10498,U0056,2025-01-30,潍坊,149.53,微信
10499,U0316,2025-03-08,潍坊,111.84,支付宝
10500,U0301,2025-02-15,枣庄,83.95,微信
10501,U0123,2025-05-29,潍坊,,微信
10502,U0125,2025-03-09,济南,265.02,支付宝
10503,U0026,2025-01-10,济南,83.08,微信
10504,U0272,2025-01-28,淄博,190.96,支付宝
10505,U0116,2025-06-02,临沂,124.21,微信
10506,U0120,2025-04-22,聊城,133.21,支付宝
10507,U0027,2025-03-30,烟台,127.42,微信
10508,U0052,2025-03-22,济南,112.48,微信
10509,U0212,2025-04-22,烟台,162.67,支付宝
10510,U0170,2025-06-05,德州,114.3,支付宝
10511,U0242,2025-05-11,淄博,174.88,支付宝
10512,U0052,2025-01-30,临沂,157.24,微信
10513,U0071,2025-04-09,济南,146.86,微信
10514,U0003,2025-05-28,日照,110.08,支付宝
10515,U0282,2025-02-18,济南,128.28,支付宝
10516,U0081,2025-03-07,日照,201.55,微信
10517,U0209,2025-01-12,聊城,187.55,支付宝
10518,U0244,2025-04-22,临沂,106.23,微信
10519,U0245,2025-01-01,临沂,165.46,支付宝
10520,U0103,2025-05-14,聊城,201.33,支付宝
10521,U0148,2025-05-18,烟台,68.18,微信
10522,U0165,2025-06-25,青岛,189.88,微信
10523,U0147,2025-06-21,泰安,123.56,微信
10524,U0031,2025-02-20,济宁,191.38,支付宝
10525,U0046,2025-04-04,潍坊,,微信
10526,U0294,2025-04-21,淄博,60.73,微信
10527,U0119,2025-01-18,威海,70.49,微信
10528,U0274,2025-06-20,青岛,162.64,支付宝
10529,U0020,2025-03-26,泰安,174.28,支付宝
10530,U0090,2025-06-09,济宁,110.26,支付宝
10531,U0214,2025-03-22,济南,195.12,支付宝
10532,U0091,2025-06-19,青岛,68.62,微信
10533,U0019,2025-02-01,青岛,156.37,微信
10534,U0204,2025-03-18,枣庄,93.39,支付宝
10535,U0254,2025-05-10,聊城,124.15,支付宝
10536,U0096,2025-03-21,淄博,162.61,支付宝
10537,U0149,2025-06-20,威海,112.68,支付宝
10538,U0020,2025-04-15,淄博,138.85,微信
10539,U0005,2025-03-25,烟台,215.35,支付宝
10540,U0153,2025-04-14,潍坊,128.27,微信
